ID,FORENAME,SURNAME,GENDER,YEAR
806,Alice,Berg,female,1966
807,Peter,Johansson,male,1979
808,Agneta,Blom,female,1965
809,Emilia,Lindqvist,female,2004
810,Britt-Marie,Björk,female,1965
811,Erik,Ström,male,2006
812,Lovisa,Lund,female,1987
813,Rasmus,Månsson,male,1957
814,Leo,Hedlund,male,1954
815,Barbro,Hermansson,female,2006
816,Hugo,Andreasson,male,1995
817,Robin,Forsberg,male,1964
818,Tommy,Arvidsson,male,2001
819,Sofie,Bergström,female,2015
820,Emilia,Falk,female,1968
821,William,Sundberg,male,1994
822,Patrik,Viklund,male,2016
823,Alva,Danielsson,female,1951
824,Rickard,Svensson,male,1961
825,Christian,Björk,male,1984
826,Lisbeth,Ström,female,2018
827,John,Lindholm,male,1980
828,Lina,Bergman,female,2002
829,Sebastian,Sandberg,male,1988
830,Gun,Nyström,female,2003
831,Cecilia,Henriksson,female,2013
832,Johan,Lundqvist,male,1954
833,Jesper,Nyström,male,1972
834,Josef,Blom,male,2013
835,Sofia,Fredriksson,female,1995
836,Birgitta,Mohamed,female,1982
837,Nina,Henriksson,female,2020
838,Frida,Lundström,female,1956
839,Robin,Lundberg,male,1974
840,Lina,Lind,female,1996
841,Katarina,Nordström,female,2001
842,Barbro,Nordin,female,1982
843,Helena,Persson,female,1993
844,Håkan,Lindgren,male,1968
845,Jenny,Dahlberg,female,1952
846,Anders,Lind,male,2002
847,Kent,Sjöberg,male,1995
848,Ann,Karlsson,female,1970
849,Katarina,Jakobsson,female,1979
850,Emilia,Bergström,female,2000
851,Mohamed,Blom,male,1986
852,Jessica,Ahmed,female,1970
853,Therese,Lindström,female,2013
854,Josefin,Lindholm,female,1959
855,Leo,Claesson,male,2003
856,Johnny,Blom,male,1997
857,Kristina,Holm,female,2016
858,Barbro,Danielsson,female,1998
859,Tobias,Strömberg,male,2009
860,Kerstin,Nilsson,female,1969
861,Anna,Berg,female,1975
862,Edvin,Månsson,male,2019
863,Anneli,Henriksson,female,1957
864,Margareta,Mattsson,female,2011
865,Mohamed,Lundqvist,male,1987
866,Linus,Månsson,male,1996
867,Siv,Sjöberg,female,1993
868,Jörgen,Martinsson,male,1978
869,Alice,Blomqvist,female,1997
870,Dan,Henriksson,male,2006
871,Agneta,Löfgren,female,1992
872,Ludvig,Ekström,male,1957
873,Tommy,Nyberg,male,1975
874,Josefin,Andreasson,female,1957
875,Kerstin,Ali,female,2013
876,Rut,Danielsson,female,1998
877,Peter,Björk,male,2007
878,Rolf,Eriksson,male,1998
879,Ulrika,Berglund,female,2010
880,Ann,Olsson,female,1951
881,Bo,Eriksson,male,1953
882,Lennart,Svensson,male,2007
883,Viktoria,Ekström,female,1974
884,Lena,Dahl,female,1996
885,Alexander,Hassan,male,1992
886,Alva,Ek,female,2018
887,Nina,Dahl,female,1978
888,Karin,Martinsson,female,1964
889,Leo,Martinsson,male,1997
890,Fredrik,Öberg,male,1982
891,Göran,Andersson,male,1982
892,Andreas,Nyström,male,1971
893,Rasmus,Forsberg,male,1963
894,Susanne,Jonasson,female,1957
895,Jessica,Jonasson,female,1965
896,Elias,Lindgren,male,1970
897,Anton,Engström,male,2009
898,Elsa,Ahmed,female,2015
899,Barbro,Lundgren,female,1975
900,Henrik,Berggren,male,1976
901,Anita,Arvidsson,female,2001
902,Claes,Andersson,male,1964
903,Lisbeth,Berg,female,1977
904,Liam,Månsson,male,1953
905,Felix,Olsson,male,1964
906,Max,Lindgren,male,2004
907,Anita,Nordin,female,1971
908,Astrid,Hedlund,female,1963
909,Jesper,Åberg,male,2014
910,Matilda,Holmgren,female,1980
911,Inger,Pettersson,female,2007
912,Jonathan,Falk,male,1974
913,Matilda,Mohamed,female,1980
914,Claes,Hansen,male,1994
915,Torbjörn,Nordin,male,2013
916,Rebecca,Söderberg,female,1955
917,Inger,Falk,female,1992
918,Rut,Olsson,female,1994
919,Marie,Sjöberg,female,1990
920,Linus,Pettersson,male,1989
921,Jakob,Henriksson,male,1984
922,Elias,Lindström,male,2014
923,Joel,Danielsson,male,1993
924,Lena,Forsberg,female,1962
925,Viktor,Hassan,male,1983
926,Nathalie,Blom,female,2019
927,Birgitta,Ekström,female,1986
928,Anette,Blomqvist,female,1982
929,Marianne,Åberg,female,2016
930,Thomas,Hedlund,male,1995
931,Elsa,Pettersson,female,1986
932,Robert,Åberg,male,2006
933,Helen,Dahlberg,female,1993
934,Mats,Gustafsson,male,2010
935,Per,Berg,male,1980
936,Felicia,Ekström,female,1989
937,Nathalie,Strömberg,female,2005
938,Åsa,Åkesson,female,1962
939,Arne,Hermansson,male,2002
940,Lina,Nyström,female,2005
941,Ebba,Norberg,female,1961
942,Pia,Hedlund,female,2011
943,Gun,Nordin,female,1986
944,Ann-Christin,Arvidsson,female,2004
945,Maja,Nordström,female,1992
946,Göran,Löfgren,male,1958
947,Anna,Martinsson,female,2003
948,Klara,Holm,female,1970
949,Helen,Ekström,female,1993
950,Oskar,Forsberg,male,1964
951,Christian,Dahl,male,1958
952,Oskar,Bergqvist,male,1978
953,Axel,Johansson,male,2009
954,Jörgen,Pålsson,male,1986
955,Olof,Ali,male,1973
956,Simon,Lundin,male,2016
957,Edvin,Nordström,male,2001
958,John,Jansson,male,1976
959,Annika,Eriksson,female,1962
960,Rut,Sandberg,female,1965
961,Yvonne,Nyström,female,1962
962,Sofie,Öberg,female,1955
963,Johanna,Ekström,female,1981
964,Martin,Larsson,male,2020
965,Roger,Fransson,male,1978
966,Josef,Jakobsson,male,1964
967,Alice,Nordström,female,1974
968,Gun,Sandberg,female,1985
969,Karl,Magnusson,male,1951
970,Pontus,Larsson,male,1972
971,Pernilla,Berggren,female,1966
972,Margareta,Lindström,female,1991
973,Malin,Lundgren,female,2012
974,Kent,Gunnarsson,male,1971
975,Edvin,Mohamed,male,2001
976,Charlotte,Blomqvist,female,1969
977,Sara,Hansson,female,2006
978,Oliver,Eriksson,male,1976
979,Kent,Sandberg,male,1958
980,Anna,Hellström,female,1981
981,Niklas,Henriksson,male,2003
982,Kerstin,Falk,female,1977
983,Leif,Öberg,male,1967
984,Liam,Sandström,male,2016
985,Emilia,Danielsson,female,1962
986,Åke,Pettersson,male,2004
987,Karin,Holmberg,female,2006
988,Lisa,Holmberg,female,1973
989,Kevin,Arvidsson,male,1981
990,Adam,Håkansson,male,2003
991,William,Björklund,male,1992
992,Felicia,Sjögren,female,2000
993,Anton,Månsson,male,2012
994,Torbjörn,Lund,male,2000
995,Elisabeth,Hedlund,female,1970
996,Albin,Nordin,male,1995
997,Åsa,Bergman,female,1966
998,Agneta,Ek,female,2012
999,Anneli,Sjöberg,female,2003
1000,Madeleine,Lindholm,female,1988
1001,Camilla,Sandström,female,1955
1002,Amanda,Ekström,female,1973
1003,Christoffer,Karlsson,male,1998
1004,Thomas,Lindström,male,1957
1005,Tobias,Åberg,male,1960
1006,Alva,Lindberg,female,1955
1007,Christoffer,Olofsson,male,2011
1008,Gunilla,Larsson,female,1965
1009,Alexander,Wikström,male,1992
1010,Annika,Andersson,female,1957
1011,Daniel,Ek,male,2004
1012,Cecilia,Håkansson,female,1964
1013,Claes,Magnusson,male,2009
1014,Max,Mohamed,male,2017
1015,Kent,Lindgren,male,1984
1016,Kent,Wallin,male,1955
1017,Linus,Lundström,male,2012
1018,Emelie,Berg,female,1974
1019,Olof,Olsson,male,1974
1020,Siv,Dahlberg,female,1996
1021,Ingrid,Holmgren,female,1970
1022,Jesper,Sandberg,male,2007
1023,Thomas,Jonasson,male,1981
1024,Stig,Dahl,male,2005
1025,Oskar,Abrahamsson,male,1972
1026,Camilla,Hansson,female,2016
1027,Elsa,Wallin,female,1971
1028,Ali,Andreasson,male,1981
1029,Johnny,Löfgren,male,1973
1030,Jonathan,Fredriksson,male,1995
1031,Nils,Fredriksson,male,1960
1032,Göran,Viklund,male,1966
1033,Kerstin,Berg,female,1956
1034,Adam,Sjöberg,male,1960
1035,Margareta,Gunnarsson,female,1988
1036,Mats,Öberg,male,1988
1037,Agnes,Bergman,female,2015
1038,Björn,Gunnarsson,male,1983
1039,Ali,Jonasson,male,1952
1040,Mattias,Hellström,male,1987
1041,Roger,Bergqvist,male,1951
1042,Joakim,Hedlund,male,2009
1043,Alexandra,Björklund,female,1955
1044,Arne,Lundström,male,2011
1045,Leif,Pettersson,male,2019
1046,Louise,Bengtsson,female,1975
1047,Erika,Arvidsson,female,1995
1048,Martin,Isaksson,male,1973
1049,Lisbeth,Lindholm,female,1981
1050,Max,Arvidsson,male,2008
1051,Mohamed,Hermansson,male,1997
1052,Ludvig,Lundberg,male,2006
1053,Roger,Månsson,male,2014
1054,Hanna,Eriksson,female,1995
1055,Sara,Jonsson,female,2014
1056,Andreas,Larsson,male,1959
1057,Helen,Dahl,female,2012
1058,Ann-Marie,Lundström,female,1982
1059,Isak,Åberg,male,2000
1060,Hanna,Björklund,female,1966
1061,Klara,Wikström,female,1986
1062,Alva,Lundgren,female,1977
1063,Marcus,Isaksson,male,1973
1064,Mats,Hermansson,male,2020
1065,Agneta,Björklund,female,1978
1066,Arne,Holmgren,male,2018
1067,Jonathan,Lindberg,male,2009
1068,Tommy,Åkesson,male,1953
1069,Ann-Marie,Persson,female,2020
1070,Monica,Lindström,female,1968
1071,Anette,Lindberg,female,1964
1072,Charlotte,Mohamed,female,1971
1073,Birgitta,Martinsson,female,1984
1074,Carina,Hedlund,female,1994
1075,Astrid,Bergman,female,1981
1076,Josef,Lundberg,male,1952
1077,Håkan,Fredriksson,male,1998
1078,Leo,Magnusson,male,1969
1079,Olivia,Lundin,female,2009
1080,Ulf,Blomqvist,male,1980
1081,Elsa,Martinsson,female,1973
1082,Isak,Hansen,male,2019
1083,Kristina,Jansson,female,1993
1084,Carina,Gustafsson,female,1977
1085,Lena,Hellström,female,2019
1086,Bengt,Blom,male,1960
1087,Ulla,Engström,female,1967
1088,Göran,Söderberg,male,1995
1089,Mattias,Holm,male,1998
1090,Alice,Lundberg,female,1968
1091,Emelie,Falk,female,1990
1092,Louise,Hansson,female,1991
1093,Mikael,Ahmed,male,2005
1094,Joel,Karlsson,male,2006
1095,Sofie,Samuelsson,female,1975
1096,Jörgen,Lindholm,male,2000
1097,Kent,Jansson,male,1979
1098,Barbro,Johansson,female,1989
1099,Matilda,Svensson,female,1966
1100,Tobias,Lundgren,male,2016
1101,Ellen,Pettersson,female,1959
1102,Håkan,Håkansson,male,1973
1103,Max,Persson,male,1950
1104,Lucas,Holmgren,male,2019
1105,Hugo,Löfgren,male,1967
1106,Mattias,Magnusson,male,2004
1107,Olof,Ekström,male,2012
1108,Gunnar,Andreasson,male,1983
1109,Astrid,Larsson,female,1954
1110,Birgitta,Larsson,female,1968
1111,Sandra,Sjöberg,female,1962
1112,Liam,Axelsson,male,2000
1113,Christer,Jakobsson,male,2005
1114,Lisbeth,Eriksson,female,2017
1115,Ebba,Nordin,female,1984
1116,Lina,Larsson,female,1984
1117,Susanne,Lindgren,female,1998
1118,Jonathan,Larsson,male,1980
1119,Anders,Jakobsson,male,2011
1120,Anette,Blom,female,1965
1121,Ludvig,Nilsson,male,1998
1122,Jan,Sjöberg,male,1993
1123,Emma,Wikström,female,1967
1124,Camilla,Magnusson,female,1996
1125,Ali,Forsberg,male,1981
1126,Elias,Hedlund,male,2020
1127,Johan,Henriksson,male,1962
1128,Anton,Lindgren,male,2006
1129,Robert,Ekström,male,1979
1130,Rasmus,Sjögren,male,2009
1131,Klara,Magnusson,female,2020
1132,Olivia,Bergqvist,female,1950
1133,Lennart,Persson,male,1980
1134,William,Sjögren,male,1999
1135,Karl,Lundström,male,1998
1136,Maria,Holm,female,1997
1137,Sofia,Bergman,female,2020
1138,Moa,Sundberg,female,2014
1139,Ann-Christin,Nordström,female,1955
1140,Lucas,Mattsson,male,2001
1141,Alice,Karlsson,female,1997
1142,Alice,Holm,female,1954
1143,Filip,Ek,male,1961
1144,Daniel,Hassan,male,2008
1145,Barbro,Forsberg,female,1952
1146,Mohamed,Sjöberg,male,1971
1147,Kevin,Sjögren,male,1981
1148,Karl,Henriksson,male,1983
1149,Linda,Ek,female,1951
1150,Elias,Blom,male,2019
1151,Ann-Marie,Hansen,female,1953
1152,Caroline,Eklund,female,2003
1153,Margareta,Lindgren,female,1974
1154,Joel,Holmberg,male,2003
1155,Filip,Ali,male,1962
1156,Olivia,Hermansson,female,2004
1157,Johanna,Lundin,female,1986
1158,Linnéa,Hellström,female,2011
1159,Maja,Sjögren,female,1956
1160,Julia,Ali,female,1975
1161,Ann,Holm,female,2005
1162,Mats,Lundqvist,male,1996
1163,Filip,Eklund,male,2020
1164,Simon,Arvidsson,male,1994
1165,Kent,Björklund,male,2019
1166,Emma,Ahmed,female,1996
1167,Emelie,Bergqvist,female,2005
1168,Erik,Björk,male,2012
1169,Helena,Sjöberg,female,1976
1170,Elisabeth,Lundgren,female,1985
1171,Roger,Hedlund,male,1951
1172,Olivia,Blom,female,1988
1173,Olof,Andreasson,male,2000
1174,Tobias,Magnusson,male,2005
1175,Sven,Lindholm,male,1961
1176,Linn,Söderberg,female,1969
1177,Sebastian,Danielsson,male,1986
1178,Jan,Pettersson,male,1985
1179,Caroline,Andreasson,female,1950
1180,Matilda,Eriksson,female,2013
1181,Simon,Ahmed,male,1998
1182,Niklas,Ali,male,2001
1183,Ida,Nordström,female,1976
1184,Dennis,Bergqvist,male,1966
1185,Björn,Lundgren,male,1954
1186,Jakob,Lundgren,male,2003
1187,Jan,Sandberg,male,1980
1188,Dennis,Martinsson,male,2004
1189,Linda,Mattsson,female,1963
1190,Emilia,Jonasson,female,1999
1191,Christer,Martinsson,male,1953
1192,Sofie,Pålsson,female,1987
1193,Daniel,Claesson,male,1971
1194,Tommy,Dahlberg,male,1982
1195,Amanda,Hellström,female,1994
1196,Cecilia,Bergman,female,2019
1197,Lars,Berg,male,2018
1198,Rut,Lindberg,female,2019
1199,Camilla,Martinsson,female,1967
1200,Karin,Hansson,female,2000
1201,Matilda,Magnusson,female,1955
1202,Emma,Sundberg,female,1996
1203,Alva,Mohamed,female,2016
1204,Göran,Lindholm,male,2019
1205,Tommy,Lundberg,male,2017
1206,Ebba,Gustafsson,female,1983
1207,Ida,Lund,female,1954
1208,Linus,Hermansson,male,2005
1209,Linus,Danielsson,male,1987
1210,Agnes,Lindqvist,female,1954
1211,Roger,Pålsson,male,2008
1212,Roger,Holmberg,male,1978
1213,Linnéa,Falk,female,2018
1214,Joel,Lundberg,male,1970
1215,Lucas,Blomqvist,male,2006
1216,Margareta,Nyberg,female,2007
1217,Ann,Svensson,female,1985
1218,Johnny,Johansson,male,1960
1219,Tommy,Axelsson,male,1961
1220,Linda,Månsson,female,2005
1221,Nils,Berggren,male,1997
1222,Andreas,Björklund,male,2012
1223,Olivia,Axelsson,female,2006
1224,Julia,Danielsson,female,1998
1225,Ella,Pettersson,female,1977
1226,Axel,Lundström,male,1963
1227,Oliver,Hermansson,male,1989
1228,William,Hansson,male,1972
1229,Berit,Dahl,female,1953
1230,Isak,Lindholm,male,2015
1231,Josef,Wallin,male,1971
1232,Mikael,Ek,male,2008
1233,Oskar,Olsson,male,1966
1234,Helena,Arvidsson,female,1968
1235,Lars,Olofsson,male,2000
1236,Magnus,Bergqvist,male,1972
1237,Mats,Nyström,male,2002
1238,Camilla,Nilsson,female,2003
1239,Henrik,Åkesson,male,1958
1240,Rasmus,Dahlberg,male,1966
1241,Simon,Lundberg,male,1987
1242,Adam,Strömberg,male,2013
1243,Alexandra,Jonsson,female,1965
1244,Christian,Mohamed,male,1979
1245,Johanna,Svensson,female,1972
1246,Henrik,Månsson,male,1951
1247,Rickard,Nilsson,male,1980
1248,Ali,Ali,male,1990
1249,Cecilia,Wallin,female,1983
1250,Julia,Hellström,female,2016
1251,Åsa,Lindholm,female,2000
1252,Niklas,Fransson,male,1957
1253,Åke,Eliasson,male,1955
1254,Kent,Olofsson,male,1957
1255,Mona,Hermansson,female,2014
1256,Torbjörn,Persson,male,1982
1257,Olof,Holmberg,male,2015
1258,Sonja,Isaksson,female,2014
1259,Kerstin,Björklund,female,1954
1260,Jan,Holmgren,male,1954
1261,Sofia,Lund,female,1951
1262,Matilda,Hansson,female,2019
1263,Kent,Hansson,male,1952
1264,Göran,Pålsson,male,1999
1265,Åke,Hassan,male,1998
1266,Sandra,Berg,female,1956
1267,Pernilla,Johansson,female,1989
1268,Ulf,Hellström,male,2003
1269,Emelie,Berglund,female,1972
1270,Ulrika,Jansson,female,1952
1271,Sofie,Lundberg,female,1957
1272,Adam,Lindholm,male,1960
1273,Jimmy,Mattsson,male,1953
1274,Ella,Mårtensson,female,1990
1275,Emil,Isaksson,male,2009
1276,Inger,Mattsson,female,1953
1277,Lena,Olsson,female,1974
1278,Felix,Jonsson,male,1950
1279,Nathalie,Nordin,female,1982
1280,Agneta,Lundberg,female,2015
1281,Leo,Olofsson,male,1984
1282,Göran,Bergström,male,1961
1283,Maria,Lundin,female,1999
1284,Jenny,Eriksson,female,2001
1285,Jörgen,Ek,male,1951
1286,Linda,Martinsson,female,2018
1287,Dennis,Pålsson,male,1992
1288,Albin,Blom,male,1950
1289,Isak,Lindberg,male,2008
1290,Magnus,Strömberg,male,1965
1291,Max,Mårtensson,male,1991
1292,Åke,Andersson,male,1958
1293,Lina,Eriksson,female,2003
1294,Leo,Nilsson,male,1962
1295,Camilla,Dahlberg,female,1975
1296,Felicia,Löfgren,female,1975
1297,Susanne,Holmberg,female,1961
1298,Therese,Eriksson,female,2001
1299,Rasmus,Lindström,male,2018
1300,Jesper,Isaksson,male,2003
1301,Kurt,Fredriksson,male,1991
1302,Kent,Eliasson,male,1962
1303,Sara,Berggren,female,1989
1304,Claes,Gustafsson,male,1993
1305,Anita,Abrahamsson,female,1961
1306,Elisabeth,Norberg,female,2001
1307,Pia,Wikström,female,1981
1308,Göran,Gustafsson,male,1992
1309,Rolf,Bengtsson,male,1993
1310,Jimmy,Jakobsson,male,1965
1311,Oliver,Wikström,male,1983
1312,Jimmy,Mårtensson,male,2010
1313,Anita,Nyberg,female,1981
1314,Marianne,Holm,female,1999
1315,Andreas,Ahmed,male,1977
1316,Per,Holmberg,male,2010
1317,Rebecca,Holm,female,1985
1318,Klara,Jönsson,female,1967
1319,Patrik,Magnusson,male,2016
1320,Mohamed,Gustafsson,male,2003
1321,Erika,Månsson,female,2001
1322,Dan,Blomqvist,male,1975
1323,Gunnel,Lundqvist,female,1987
1324,Josefin,Ström,female,1977
1325,Annika,Ek,female,2008
1326,Ali,Björk,male,2011
1327,Olle,Sandberg,male,1997
1328,Per,Andreasson,male,2013
1329,Mona,Lindberg,female,2004
1330,Roger,Wallin,male,1981
1331,Ingrid,Strömberg,female,1958
1332,Jessica,Lund,female,2006
1333,Ulrika,Ahmed,female,2016
1334,Anita,Eliasson,female,1966
1335,Olle,Sundberg,male,1977
1336,Sven,Holm,male,1971
1337,Agneta,Sundberg,female,2001
1338,Max,Eliasson,male,2008
1339,Kjell,Lundgren,male,2008
1340,Gun,Norberg,female,2017
1341,Lena,Bergström,female,1980
1342,Ulla,Lindholm,female,1960
1343,Monica,Dahl,female,1952
1344,Malin,Svensson,female,1988
1345,Ulrika,Eriksson,female,1989
1346,Astrid,Henriksson,female,1969
1347,Britt,Jansson,female,2007
1348,Gunnel,Jakobsson,female,1979
1349,Kent,Lundin,male,1960
1350,Carina,Nyberg,female,2018
1351,Lucas,Mårtensson,male,1980
1352,Berit,Berggren,female,1971
1353,Britt,Ahmed,female,2020
1354,Jan,Sandström,male,1961
1355,Frida,Arvidsson,female,1979
1356,Helena,Lundqvist,female,2016
1357,Birgitta,Forsberg,female,1986
1358,Felix,Holmberg,male,1959
1359,Margareta,Viklund,female,1965
1360,Camilla,Fredriksson,female,2001
1361,Robert,Falk,male,2005
1362,Lucas,Ahmed,male,1971
1363,Ingrid,Fredriksson,female,1989
1364,Gun,Nyberg,female,1956
1365,Erika,Holm,female,1962
1366,Alva,Jonsson,female,1983
1367,Arne,Ali,male,1997
1368,Mona,Jansson,female,1997
1369,Maja,Berggren,female,1966
1370,Hans,Hansen,male,1998
1371,Hans,Jönsson,male,1962
1372,Birgit,Claesson,female,1983
1373,Max,Hansson,male,1975
1374,Linda,Bergman,female,1980
1375,Alva,Magnusson,female,1996
1376,Siv,Fredriksson,female,2020
1377,Johanna,Berg,female,1955
1378,Maria,Hansson,female,1952
1379,Johnny,Lindqvist,male,1989
1380,Ulf,Engström,male,2009
1381,Marcus,Hermansson,male,1971
1382,Anders,Åkesson,male,1978
1383,Jonas,Samuelsson,male,2017
1384,Max,Hassan,male,1977
1385,Joakim,Jönsson,male,1979
1386,Jan,Nyström,male,1997
1387,Peter,Jansson,male,2004
1388,Siv,Ekström,female,1996
1389,Niklas,Lund,male,1950
1390,Leif,Hedlund,male,1964
1391,Elin,Jansson,female,1984
1392,John,Danielsson,male,1997
1393,David,Larsson,male,1986
1394,Lennart,Arvidsson,male,2007
1395,Erika,Magnusson,female,1987
1396,Julia,Berg,female,1954
1397,Madeleine,Nyström,female,1984
1398,Ella,Åkesson,female,2014
1399,Jessica,Lundberg,female,1954
1400,Olof,Jansson,male,1963
1401,Maja,Nordin,female,1973
1402,Arne,Hassan,male,2008
1403,Nathalie,Pålsson,female,1954
1404,Moa,Pettersson,female,1975
1405,Sonja,Ekström,female,1974
1406,Kevin,Ali,male,2009
1407,Mats,Bengtsson,male,2016
1408,Emma,Jakobsson,female,2008
1409,Marcus,Fredriksson,male,1963
1410,Bo,Mårtensson,male,2009
1411,Ali,Dahl,male,2004
1412,Anneli,Dahl,female,1969
1413,Gunnar,Hassan,male,2018
1414,Jonas,Forsberg,male,1976
1415,Josef,Eriksson,male,1971
1416,Mattias,Hassan,male,1977
1417,Tobias,Bengtsson,male,2007
1418,Cecilia,Dahlberg,female,2016
1419,Frida,Hedlund,female,1968
1420,Elin,Ahmed,female,2020
1421,Håkan,Ström,male,2007
1422,Sven,Blomqvist,male,1986
1423,Stefan,Månsson,male,1982
1424,Helen,Bergman,female,2011
1425,Linn,Fransson,female,1973
1426,Nils,Andersson,male,1953
1427,Anita,Lind,female,1993
1428,Arne,Nyström,male,1980
1429,Jesper,Blomqvist,male,1962
1430,Åsa,Svensson,female,1971
1431,Martin,Strömberg,male,1990
1432,Pernilla,Ahmed,female,1971
1433,Ann,Åkesson,female,2011
1434,Barbro,Mårtensson,female,1996
1435,Elsa,Lindström,female,1968
1436,Erik,Mohamed,male,2012
1437,Per,Ström,male,1959
1438,Maja,Isaksson,female,1950
1439,Erika,Lundgren,female,1994
1440,Kristina,Bergström,female,1995
1441,Sandra,Sandberg,female,1961
1442,Pontus,Engström,male,2010
1443,Anette,Olsson,female,1959
1444,Samuel,Andreasson,male,1985
1445,Pia,Sandström,female,1967
1446,Britt,Bergman,female,2015
1447,Eva,Sjögren,female,1962
1448,Jessica,Åkesson,female,1974
1449,Christer,Fredriksson,male,2010
1450,Linus,Abrahamsson,male,2007
1451,Klara,Pålsson,female,1999
1452,Therese,Andersson,female,1953
1453,Johanna,Danielsson,female,1977
1454,Louise,Lindström,female,1958
1455,Jenny,Forsberg,female,1962
1456,Kjell,Bergman,male,1976
1457,Barbro,Söderberg,female,1960
1458,Mohamed,Mohamed,male,1982
1459,Josef,Olsson,male,2010
1460,Johanna,Mårtensson,female,2003
1461,Bo,Falk,male,1996
1462,Wilma,Bergström,female,2015
1463,Linus,Magnusson,male,1966
1464,Linus,Dahl,male,1991
1465,Magnus,Olsson,male,1983
1466,Nathalie,Samuelsson,female,1994
1467,Dan,Strömberg,male,2012
1468,Kenneth,Lundgren,male,1963
1469,Frida,Danielsson,female,2020
1470,Dan,Lindqvist,male,1986
1471,Gunnar,Eliasson,male,2014
